KS ID,UID,Kinase
2754,4043,AXL
2754,4040,Chk1
2754,4041,CSK
2754,4042,Hck
2755,4044,Hck
2756,4045,Src
2757,4046,Src
2758,4047,CK2A1
2759,4048,CK2A1
2760,4049,CK2A1
2761,4050,Abl
2762,4051,CK2A1
2763,4052,CAMK2D
2764,4054,MARK2
2764,4053,TAK1
2765,4055,GSK3B
2766,4056,GSK3B
2767,4059,AMPKA1
2767,4061,AMPKA2
2767,4062,CAMK1A
2767,4058,CAMK2A
2767,4060,CAMK4
2767,4065,MARK2
2767,4057,PKCD
2767,4063,PRKD1
2767,4064,TAK1
2768,4067,AMPKA1
2768,4069,AMPKA2
2768,4070,CAMK1A
2768,4066,CAMK2A
2768,4068,CAMK4
2768,4072,PRKD1
2768,4073,PRKD2
2768,4071,PRKD3
2769,4075,CDK5
2769,4074,PKACA
2770,4076,PKN1
2771,4077,AurB
2772,4078,CK2A1
2773,4079,ERK1
2774,4080,ERK1
2774,4081,ERK2
2775,4082,EGFR
2776,4083,PRKD1
2777,4086,MARK2
2777,4084,PRKD1
2777,4085,TAK1
2778,4087,PRKD1
2779,4088,PKACA
2780,4089,CAMK1A
2781,4090,CAMK1A
2782,4091,PKN1
2783,4092,AurA
2783,4093,AurB
2784,4094,AurA
2784,4095,AurB
2785,4096,AurA
2785,4097,AurB
2786,4098,AurB
2787,4099,AurB
2788,4100,AurB
2789,4102,NEK1
2789,4101,NEK2
2790,4103,ERK2
2791,4104,PKCT
2792,4106,PKACA
2792,4105,PKCT
2793,4108,ERK2
2793,4107,P38A
2794,4110,ERK2
2794,4109,P38A
2795,4111,AMPKA1
2796,4112,PKACA
2796,4114,PKCA
2796,4113,PKG2
2797,4115,ERK1
2797,4116,ERK2
2798,4117,HER2
2799,4118,HER2
2800,4119,HER2
2801,4120,HER2
2802,4121,HER2
2803,4122,HER2
2804,4123,HER2
2805,4124,HER2
2806,4125,HER4
2807,4126,CK2A1
2808,4127,PKCA
2809,4128,CK2A1
2810,4129,CK2A1
2811,4131,Fyn
2811,4130,Pyk2
2812,4132,PKACA
2813,4133,PKACA
2814,4134,PKACA
2815,4135,PKACA
2816,4136,PKACA
2817,4137,PKACA
2818,4138,PKACA
2819,4139,PKACA
2820,4140,PKACA
2821,4141,CK1D
2822,4142,CDK1
2823,4143,ERK2
2824,4144,ERK2
2825,4145,CDK5
2826,4146,ATM
2827,4147,PLK3
2828,4148,PLK3
2829,4149,CK1D
2830,4150,CK1D
2831,4151,PDK1
2832,4152,GRK5
2833,4154,HIPK2
2833,4153,Src
2834,4155,Abl
2835,4156,HIPK2
2836,4157,HIPK2
2837,4158,HIPK2
2838,4159,PKCA
2839,4160,EGFR
2840,4161,CDK2
2841,4162,AurB
2842,4163,AurB
2843,4164,AurB
2844,4165,AurB
2845,4166,AurB
2846,4167,AurB
2847,4168,Chk1
2848,4169,Akt1
2848,4170,Akt1
2849,4171,Src
2850,4172,ULK1
2851,4173,ULK1
2852,4174,Src
2853,4175,PKACA
2854,4176,PKACA
2855,4177,Src
2856,4178,Src
2857,4179,CDK1
2857,4180,HIPK2
2858,4181,CDK1
2858,4182,HIPK2
2859,4183,CDK1
2859,4184,CDK2
2859,4185,HIPK2
2860,4186,CDK1
2860,4187,HIPK2
2861,4188,HIPK2
2862,4189,CDK1
2863,4190,CK2A1
2864,4191,CK2A1
2865,4192,CK2A1
2866,4193,CK2A1
2867,4194,CK2A1
2868,4195,AurB
2869,4196,AurB
2870,4197,Akt1
2870,4198,Akt1
2871,4199,CDK2
2872,4200,DYRK1B
2873,4201,AMPKA1
2874,4203,P38A
2874,4202,P38B
2875,4204,Src
2876,4205,Src
2877,4206,Src
2878,4207,MAPKAPK2
2879,4209,Akt1
2879,4210,Akt1
2879,4208,CK2A1
2880,4211,P70S6KB
2881,4212,Mnk1
2882,4213,Mnk1
2883,4214,Mnk1
2884,4215,Mnk1
2885,4216,Chk1
2886,4217,TAK1
2887,4219,CK1A
2887,4218,CK2A1
2888,4220,CK1A
2889,4221,CK1A
2890,4222,PKACA
2891,4223,GSK3B
2892,4224,CDK2
2893,4225,PAK1
2894,4226,PAK1
2895,4227,CDK2
2896,4228,CDK2
2897,4229,PKACA
2898,4230,PKCD
2899,4231,ERK1
2899,4232,ERK2
2900,4233,ERK1
2900,4234,JNK1
2901,4235,Src
2902,4236,Src
2903,4237,Src
2904,4238,Src
2905,4239,Src
2906,4240,Src
2907,4241,Src
2908,4242,CDK1
2908,4243,CDK2
2908,4244,JNK1
2909,4245,CAMK4
2910,4246,Chk1
2911,4247,PKCB iso2
2912,4249,Fyn
2912,4248,Src
2913,4250,DNAPK
2914,4251,DNAPK
2915,4252,DNAPK
2916,4254,ATM
2916,4253,DNAPK
2917,4255,DNAPK
2918,4256,DNAPK
2919,4257,DNAPK
2920,4258,DNAPK
2921,4259,DNAPK
2922,4260,DNAPK
2923,4261,DNAPK
2924,4262,DNAPK
2925,4263,DNAPK
2926,4264,DNAPK
2927,4265,DNAPK
2928,4266,DNAPK
2928,4267,PLK1
2929,4268,DNAPK
2930,4269,DNAPK
2931,4270,DNAPK
2932,4271,CK2A1
2933,4272,CK2A1
2934,4273,CK2A1
2935,4274,CK2A1
2936,4275,AurB
2937,4276,HPK1
2938,4277,PRKD1
2939,4278,Src
2940,4279,Src
2941,4280,Src
2942,4281,Abl
2942,4282,Arg
2943,4283,GSK3B
2944,4284,GSK3B
2945,4285,FAM20C
2946,4286,CK2A1
2947,4287,CK2A1
2948,4288,Syk
2949,4289,Syk
2950,4290,LYN
2950,4291,LYN
2951,4292,CAMK2A
2951,4293,DAPK1
2952,4295,ERK1
2952,4297,P38A
2952,4294,P38B
2952,4298,P38D
2952,4296,P38G
2953,4300,GSK3B
2953,4302,P38A
2953,4299,P38B
2953,4303,P38D
2953,4301,P38G
2954,4307,MEK1
2954,4308,mTOR
2954,4306,P38A
2954,4304,P38B
2954,4309,P38D
2954,4305,P38G
2955,4310,MAPKAPK2
2956,4311,PKACA
2957,4312,CK2A2
2958,4313,PLK1
2959,4314,MKK6
2960,4315,AMPKA1
2960,4316,CAMK1A
2961,4317,PKACA
2962,4318,PKACA
2962,4319,PKG1
2963,4320,PKACA
2963,4321,PRKD1
2964,4322,MAPKAPK2
2964,4324,P70S6KB
2964,4323,PKACA
2964,4325,PKG1 iso2
2965,4326,MAPKAPK2
2965,4327,PKG1 iso2
2966,4333,Akt1
2966,4334,Akt1
2966,4328,MAPKAPK2
2966,4330,P70S6KB
2966,4329,PKACA
2966,4331,PKG1 iso2
2966,4332,PRKD1
2967,4335,PKACA
2967,4336,PKG1 iso2
2968,4337,P38A
2969,4338,MAPKAPK5
2970,4339,MAPKAPK5
2971,4340,MAPKAPK5
2972,4341,PKACA
2973,4342,NEK6
2974,4343,ERK1
2974,4344,ERK2
2975,4345,CK2A1
2976,4346,CK2A1
2977,4347,PKACA
2978,4349,ATM
2978,4348,DNAPK
2979,4351,ATM
2979,4350,DNAPK
2980,4352,CAMK1B
2981,4353,CAMK1B
2982,4355,PKCG
2982,4354,TTK
2983,4356,PKCG
2984,4357,PKCG
2985,4358,Wee1
2986,4359,CK2A1
2987,4361,AurB
2987,4360,CK2A1
2988,4362,Src
2989,4363,CAMK1B
2990,4364,AurB
2991,4365,PLK3
2992,4366,TTK
2993,4367,TTK
2994,4368,PKACA
2995,4369,ERK1
2996,4370,ERK1
2997,4371,ERK1
2998,4372,P38G
2999,4373,CDK5
3000,4375,Akt1
3000,4376,Akt1
3000,4374,Akt2
3001,4378,Akt1
3001,4379,Akt1
3001,4377,SGK1
3002,4380,CDK5
3003,4381,CDK5
3004,4382,CDK5
3005,4384,PKCA
3005,4383,PKCD
3006,4386,PKCA
3006,4385,PKCD
3007,4387,CDK1
3007,4388,CDK2
3007,4389,CDK5
3008,4390,Chk2
3008,4391,P38A
3009,4392,Chk2
3010,4393,Chk2
3011,4394,IKKA
3012,4395,JAK3
3013,4396,JAK3
3014,4397,JAK3
3015,4398,PKCA
3016,4399,ATR
3017,4400,ATM
3018,4401,ATM
3019,4402,ATM
3020,4403,ATM
3021,4404,ATM
3022,4405,ATM
3023,4406,PKCD
3024,4407,PKCD
3025,4408,PKCB
3026,4409,PKCB
3027,4410,PKCT
3028,4411,CAMK2A
3029,4412,CDK20
3030,4413,CAMK2A
3031,4414,DYRK1B
3032,4415,CDK2
3033,4416,ATM
3034,4417,Chk1
3035,4418,ERK2
3036,4419,CK2A1
3037,4420,Fyn
3038,4421,Tyk2
3039,4422,Tyk2
3040,4423,P38A
3041,4424,CK1A
3042,4425,GRK6
3043,4426,IGF1R
3044,4427,IGF1R
3045,4428,IGF1R
3046,4429,IGF1R
3047,4430,IGF1R
3048,4431,IGF1R
3049,4432,IGF1R
3050,4433,GRK2
3051,4434,CK2A1
3052,4435,CK2A1
3053,4436,CK2A1
3053,4437,PKCA
3054,4438,CK2A1
3054,4439,PKCA
3055,4440,CK2A1
3055,4441,PKCA
3056,4442,CK2A1
3057,4443,CK2A1
3058,4444,CK2A1
3059,4445,DNAPK
3060,4446,Akt1
3060,4447,Akt1
3061,4448,CK2A1
3062,4449,CK2A1
3063,4450,Syk
3064,4451,Syk
3065,4452,Btk
3065,4453,Btk
3066,4454,Btk
3066,4455,Btk
3067,4456,CK2A1
3067,4461,ERK7
3067,4458,IKKA
3067,4460,IKKB
3067,4457,IKKE
3067,4459,Nik
3068,4462,CK2A1
3069,4463,CK2A1
3070,4464,CK2A1
3071,4465,CK2A1
3072,4466,CK2A1
3073,4468,AurC
3073,4467,CK2A1
3073,4475,ERK7
3073,4471,IKKA
3073,4474,IKKB
3073,4470,IKKE
3073,4473,Nik
3073,4472,p90RSK
3073,4476,RSK2
3073,4477,RSK2
3073,4469,SGK1
3074,4478,Abl
3075,4480,INSR
3075,4479,Lck
3076,4481,CK2A1
3077,4482,CK2A1
3078,4483,Nik
3079,4484,Nik
3080,4486,Akt1
3080,4487,Akt1
3080,4485,Akt2
3081,4488,AMPKA2
3081,4490,Nik
3081,4491,PKCA
3081,4489,PKCE
3081,4492,PKCZ
3082,4493,AMPKA2
3082,4495,Nik
3082,4496,PKCA
3082,4497,PKCZ
3082,4494,SGK1
3083,4499,LYN
3083,4500,LYN
3083,4498,Src
3084,4502,LYN
3084,4503,LYN
3084,4501,Src
3085,4504,PLK1
3086,4505,PLK1
3087,4506,PLK1
3088,4507,EGFR
3089,4508,EGFR
3090,4509,Src
3091,4510,GSK3B
3091,4511,IKKB
3092,4512,GSK3B
3092,4513,IKKB
3093,4514,GSK3B
3094,4515,GSK3B
3095,4516,IKKB
3096,4517,IKKB
3097,4518,IKKB
3098,4519,CK2A1
3099,4520,CDK1
3100,4522,GSK3A
3100,4521,GSK3B
3101,4523,PKCA
3102,4524,PKCA
3103,4525,ERK1
3103,4526,ERK2
3104,4527,Lck
3105,4528,Lck
3106,4529,Lck
3107,4530,Lck
3108,4531,Lck
3109,4532,PAK1
3110,4533,PAK1
3110,4534,PKCA
3111,4535,PKCA
3112,4536,PKACA
3113,4537,CDK2
3114,4538,CDK2
3115,4539,CDK2
3116,4540,CDK2
3117,4544,AurB
3117,4542,AurC
3117,4541,LATS1
3117,4543,LATS2
3118,4546,AurB
3118,4545,AurC
3119,4548,AurB
3119,4547,AurC
3120,4549,AurB
3121,4550,AurB
3122,4551,AurB
3123,4552,AurB
3124,4553,AurB
3125,4554,Chk1
3126,4556,CDK1
3126,4555,Chk1
3127,4557,CDK2
3128,4558,ERK1
3129,4559,Src
3130,4560,Src
3131,4561,INSR
3132,4562,INSR
3133,4563,INSR
3134,4564,INSR
3135,4565,INSR
3136,4566,INSR
3137,4567,INSR
3138,4568,INSR
3139,4569,INSR
3140,4570,INSR
3141,4571,PKCA
3142,4572,PKCA
3143,4573,INSR
3144,4574,INSR
3145,4575,INSR
3146,4576,INSR
3147,4577,INSR
3148,4578,INSR
3149,4579,INSR
3150,4580,Akt1
3150,4581,Akt1
3151,4582,Akt1
3151,4583,Akt1
3152,4584,Akt1
3152,4585,Akt1
3153,4586,CDK1
3154,4587,CDK1
3155,4588,Fyn
3156,4590,PKCA
3156,4589,PKCE
3157,4591,PKACA
3158,4592,IRAK1
3158,4593,IRAK4
3159,4594,IRAK1
3160,4595,Akt1
3160,4596,Akt1
3161,4597,IRAK4
3162,4598,IRAK4
3163,4599,IRAK4
3164,4600,IRAK4
3165,4601,IRAK4
3166,4602,IRAK4
3167,4603,IRAK4
3168,4604,IRAK4
3169,4605,IRAK4
3170,4606,IRAK4
3171,4607,IRAK4
3172,4608,IRAK4
3173,4609,IRAK4
3174,4610,IRE1
3175,4611,PKCA
3176,4612,PKCA
3177,4613,CDK1
3177,4614,CDK2
3178,4615,Fyn
3179,4616,Fyn
3180,4617,IKKE
3181,4618,IKKE
3182,4619,IKKE
3183,4621,IKKB
3183,4620,TBK1
3184,4623,IKKE
3184,4622,TBK1
3185,4626,IKKB
3185,4625,IKKE
3185,4624,TBK1
3186,4629,IKKB
3186,4628,IKKE
3186,4627,TBK1
3187,4632,IKKB
3187,4631,IKKE
3187,4630,TBK1
3188,4633,TBK1
3189,4634,TBK1
3190,4637,JNK1
3190,4636,MEKK2
3190,4635,TBK1
3191,4639,IKKB
3191,4638,TBK1
3192,4640,DNAPK
3193,4641,MST1
3194,4642,MST1
3195,4643,TBK1
3196,4644,TBK1
3197,4645,IKKB
3198,4646,LYN
3198,4647,LYN
3199,4648,LYN
3199,4649,LYN
3200,4651,IKKE
3200,4650,TBK1
3201,4653,IKKE
3201,4652,TBK1
3202,4655,IKKE
3202,4654,TBK1
3203,4657,IKKE
3203,4656,TBK1
3204,4658,PKCD
3205,4660,PKCB
3205,4659,PKCD
3205,4661,PKCZ
3206,4663,p70S6K
3206,4662,PKCD
3207,4665,PKCB
3207,4664,PKCD
3207,4666,PKCZ
3208,4670,p70S6K
3208,4671,Pim1
3208,4667,Pim2
3208,4669,Pim3
3208,4668,PKCT
3209,4672,ERK1
3210,4673,IGF1R
3210,4674,INSR
3211,4675,IGF1R
3212,4676,IGF1R
3213,4677,IGF1R
3214,4678,IGF1R
3214,4679,INSR
3215,4680,IGF1R
3216,4681,IGF1R
3216,4682,INSR
3217,4683,ERK2
3217,4684,p70S6K
3218,4685,ERK2
3219,4686,PLK1
3220,4687,ATR
3220,4688,p70S6K
3221,4689,p70S6K
3222,4690,IKKB
3222,4691,JNK1
3223,4692,Akt1
3223,4693,Akt1
3224,4694,CDK1
3225,4695,Pim1
3226,4696,AMPKA2
3226,4697,MARK2
3227,4698,Chk2
3228,4699,mTOR
3229,4700,SGK3
3230,4701,SGK3
3231,4702,Fyn
3232,4703,ATM
3233,4704,MST1
3234,4705,PKACA
3235,4706,CAMK2A
3235,4707,PKCE
3236,4708,CAMK2A
3236,4709,PKCE
3237,4710,Arg
3238,4711,PKCA
3239,4715,PKCA
3239,4716,PKCB
3239,4713,PKCB iso2
3239,4712,PKCD
3239,4714,PKCH
3240,4720,PKCA
3240,4721,PKCB
3240,4718,PKCB iso2
3240,4717,PKCD
3240,4719,PKCH
3241,4722,Lck
3242,4723,PKCA
3243,4724,Src
3244,4725,Src
3245,4727,Akt1
3245,4728,Akt1
3245,4726,PDK1
3246,4730,p90RSK
3246,4729,PKACA
3246,4731,PKCA
3247,4732,ERK1
3247,4733,PKCA
3248,4734,FGFR1
3249,4735,PKCA
3250,4736,PKCA
3251,4737,PRKD1
3251,4738,PRKD2
3252,4739,PAK4
3253,4740,PAK4
3254,4742,FAK
3254,4741,Src
3255,4744,FAK
3255,4743,Src
3256,4747,Btk
3256,4748,Btk
3256,4746,ITK
3256,4745,TEC
3257,4749,Lck
3258,4750,CAMK2A
3259,4751,CK1A
3260,4752,CK1A
3261,4753,AMPKA1
3262,4754,AMPKA1
3263,4755,JAK3
3264,4756,JAK3
3265,4757,JAK2
3266,4758,JAK2
3267,4759,JAK2
3268,4760,JAK3
3269,4761,JAK3
3270,4762,JAK3
3271,4763,JAK3
3272,4764,JAK3
3273,4765,PKCA
3274,4766,Akt1
3275,4767,Akt1
3275,4768,Akt1
3276,4769,Akt1
3276,4770,Akt1
3277,4771,Akt1
3277,4772,Akt1
3278,4773,Akt1
3278,4774,Akt1
3279,4776,JNK2
3279,4775,P38A
3280,4778,JNK1
3280,4777,JNK2
3281,4779,JNK1
3282,4780,ROCK1
3283,4781,ROCK1
3284,4782,ROCK1
3285,4783,CDK2
3286,4784,PKACA
3287,4785,Ack
3288,4786,ERK2
3289,4787,ERK2
3290,4788,ERK2
3291,4789,ERK2
3292,4790,ERK2
3293,4794,ASK1
3293,4792,MEKK6
3293,4793,MKK4
3293,4791,MKK7
3294,4798,ASK1
3294,4796,MEKK6
3294,4797,MKK4
3294,4795,MKK7
3294,4799,Ret
3295,4800,MKK7
3296,4801,MKK4
3297,4802,MKK4
3298,4803,MKK4
3299,4804,MKK4
3300,4805,MKK4
3301,4806,MKK4
3302,4807,CK2A1
3302,4808,MKK7
3303,4809,CK2A1
3303,4810,MKK7
3304,4811,MKK7
3305,4812,MKK4
3305,4813,Ret
3306,4814,MKK7
3307,4815,MKK4
3308,4816,MKK7
3309,4817,MKK4
3310,4818,PKCA
3311,4819,P38A
3312,4820,CDK1
3313,4821,CDK1
3314,4822,CK2A1
3314,4823,GSK3B
3315,4824,CK2A1
3316,4825,CK2A1
3317,4826,CDK3
3317,4832,ERK7
3317,4829,JNK1
3317,4828,JNK2
3317,4830,PBK
3317,4831,PLK3
3317,4827,VRK1
3318,4833,CDK3
3318,4840,ERK7
3318,4837,JNK1
3318,4836,JNK2
3318,4838,PBK
3318,4839,PLK3
3318,4835,PRKD1
3318,4834,VRK1
3319,4841,Abl
3320,4842,GSK3B
3321,4843,JNK1
3322,4844,JNK1
3322,4845,PAK2
3323,4846,PAK2
3324,4847,PAK2
3325,4848,PAK2
3326,4849,PAK2
3327,4850,Abl
3328,4851,Abl
3329,4852,Abl
3330,4853,GSK3B
3331,4854,GSK3B
3332,4855,JNK1
3333,4856,JNK1
3334,4857,JNK1
3335,4858,MAPKAPK2
3335,4859,P70S6KB
3335,4860,PKCE
3336,4861,Src
3337,4862,MAPKAPK2
3337,4863,PKCA
3338,4868,JNK1
3338,4866,MEK1
3338,4867,MEK2
3338,4865,P38A
3338,4864,PKCD
3339,4870,CDK1
3339,4869,ERK1
3339,4871,JNK1
3340,4872,AurB
3341,4873,MAPKAPK5
3342,4874,ERK1
3343,4875,P38A
3344,4876,DYRK2
3345,4877,DYRK2
3346,4878,DYRK2
3351,4885,WNK1
3351,4884,WNK3
3352,4887,WNK3
3354,4890,WNK1
3354,4889,WNK3
3357,4893,PKCA
3358,4894,PKACA
3359,4895,PKCA
3360,4896,PKACA
3361,4897,PKACA
3361,4898,RSK2
3361,4899,RSK2
3362,4900,PKCE
3363,4901,PKACA
3364,4902,PKCA
3365,4903,EGFR
3366,4904,PKACA
3367,4905,PKACA
3368,4906,PKACA
3369,4907,PKACA
3370,4908,PKACA
3371,4909,PKACA
3372,4910,NME2
3373,4911,AurA
3374,4912,AurA
3375,4913,PKACA
3376,4914,PKCE
3377,4915,PKCE
3378,4917,ILK
3378,4918,MST3
3378,4919,MST4
3378,4916,PKACA
3380,4921,Src
3381,4922,Src
3382,4923,Src
3383,4924,P38A
3384,4925,ATM
3385,4926,ATM
3386,4928,Akt1
3386,4929,Akt1
3386,4927,Akt2
3387,4930,Chk1
3388,4931,CDK1
3389,4932,CDK1
3390,4933,CDK2
3391,4934,AurB
3392,4935,AurB
3393,4936,AurA
3393,4937,AurB
3394,4938,ERK1
3394,4939,ERK2
3395,4941,CDK1
3395,4940,ERK1
3395,4942,ERK2
3396,4943,CDK1
3397,4944,p90RSK
3397,4945,RSK2
3397,4946,RSK2
3398,4947,p90RSK
3398,4948,RSK2
3398,4949,RSK2
3399,4950,ATM
3400,4951,PKCZ
3401,4952,PKCZ
3402,4953,Src
3403,4954,Src
3404,4955,Src
3405,4956,CDK1
3406,4957,MARK2
3407,4958,MARK2
3408,4959,NEK7
3409,4960,NEK7
3410,4961,NEK7
3411,4962,NEK7
3412,4963,NEK7
3413,4964,NEK6
3414,4965,NEK6
3415,4966,NEK6
3416,4967,NEK6
3417,4968,NEK6
3418,4969,AurB
3419,4970,CDK1
3420,4971,CDK1
3421,4972,CDK1
3422,4973,LATS1
3422,4975,LATS2
3422,4974,NDR1
3423,4976,LATS1
3423,4978,LATS2
3423,4977,NDR1
3424,4979,AurB
3425,4980,AurB
3426,4981,PLK1
3427,4982,TTBK2
3427,4983,TTBK2
3428,4984,PLK1
3429,4985,PLK1
3430,4986,CDK1
3431,4987,PLK1
3432,4989,AurB
3432,4988,PAK1
3433,4991,AurB
3433,4990,PAK1
3434,4992,AurB
3435,4993,AurB
3436,4994,AurB
3437,4995,CAMK2A
3438,4996,AMPKA1
3439,4997,AurB
3440,4998,Chk1
3441,4999,Src
3442,5001,CK1D
3442,5000,CK2A1
3443,5003,CK1D
3443,5002,CK2A1
3444,5006,PKCA
3444,5004,PKCB iso2
3444,5005,PKCE
3444,5007,PKCG
3445,5008,CAMK2A
3446,5009,CAMK2A
3446,5010,CAMK2D
3447,5011,Kit
3448,5012,Kit
3449,5013,Kit
3450,5014,Kit
3451,5015,Kit
3452,5016,Kit
3453,5017,Kit
3454,5018,Kit
3455,5019,PKCA
3456,5020,PKCA
3457,5021,PLK1
3458,5022,AMPKA1
3459,5023,AMPKA1
3460,5024,AMPKA1
3461,5025,GSK3B
3462,5026,RAF1
3463,5027,HIPK2
3464,5028,HIPK2
3465,5029,HIPK2
3466,5030,HIPK2
3467,5031,HIPK2
3468,5032,HIPK2
3469,5033,HIPK2
3470,5034,HIPK2
3471,5035,HIPK2
3472,5036,GSK3B
3473,5037,ERK2
3474,5038,PKACA
3474,5039,PKCA
3475,5040,GRK1
3476,5041,GRK3
3477,5042,Chk1
3478,5043,AMPKA1
3479,5044,Chk1
3480,5046,PKCA
3480,5045,PKCT
3481,5047,PKACA
3482,5048,TAK1
3483,5049,Chk1
3484,5050,Src
3485,5052,ATM
3485,5051,DNAPK
3486,5053,DNAPK
3487,5055,ATM
3487,5054,DNAPK
3488,5056,DNAPK
3489,5057,CDK2
3490,5058,DNAPK
3491,5059,DNAPK
3492,5060,DNAPK
3493,5061,PKACA
3494,5062,Src
3494,5063,TrkB
3495,5064,Src
3496,5065,TrkB
3497,5066,TrkB
3498,5067,TrkB
3499,5068,PKACA
3500,5069,PKCA
3501,5070,PKACA
3502,5071,PKACA
3502,5072,PKCA
3503,5073,PKACA
3504,5074,PKACA
3505,5075,Akt1
3505,5076,Akt1
3506,5077,Src
3507,5078,P38A
3508,5079,PKCA
3508,5080,PKCB
3508,5081,PKCG
3509,5082,PKCA
3509,5083,PKCB
3509,5084,PKCG
3510,5085,PKCB
3510,5086,PKCG
3511,5087,PKCB
3511,5088,PKCG
3512,5089,PKACA
3513,5090,Src
3514,5091,EGFR
3515,5092,PKACA
3516,5093,CAMK2A
3516,5094,PKACA
3517,5095,PKACA
3518,5096,P38A
3519,5098,CDK5
3519,5097,P38A
3520,5099,CDK5
3521,5100,PKCA
3522,5101,Syk
3523,5102,Syk
3524,5104,LYN
3524,5105,LYN
3524,5103,Syk
3525,5106,Kit
3525,5107,LYN
3525,5108,LYN
3526,5109,Kit
3526,5110,LYN
3526,5111,LYN
3527,5112,LYN
3527,5113,LYN
3528,5114,LYN
3528,5115,LYN
3529,5116,AMPKA1
3530,5117,Chk1
3531,5118,Chk1
3532,5119,CDK1
3533,5120,CDK1
3534,5121,CDK1
3535,5122,CDK1
3536,5123,Akt1
3537,5124,Akt1
3537,5125,Akt1
3538,5126,PKCB iso2
3539,5127,PKCB iso2
3540,5128,CDK1
3541,5129,CDK1
3542,5130,CDK2
3543,5131,P38A
3544,5132,P38A
3545,5133,CDK2
3546,5134,CDK2
3547,5135,CDK2
3547,5136,mTOR
3548,5137,mTOR
3549,5138,mTOR
3550,5139,mTOR
3551,5140,Akt1
3551,5141,Akt1
3552,5142,PKACA
3552,5144,PKG1
3552,5143,PKG1 iso2
3552,5145,PKG2
3553,5146,Abl
3554,5147,CK2A1
3555,5148,CK2A1
3556,5149,CK2A1
3557,5150,CK2A1
3558,5151,CK2A1
3559,5152,CK2A1
3560,5153,CK2A1
3561,5154,CK2A1
3562,5155,CK2A1
3563,5156,CK2A1
3564,5157,CK2A1
3565,5158,CK2A1
3566,5159,ERK1
3566,5160,JNK1
3567,5161,ZAP70
3568,5162,ZAP70
3569,5165,FAK
3569,5164,Pyk2
3569,5163,ZAP70
3570,5166,ZAP70
3571,5167,ZAP70
3572,5168,LATS1
3573,5169,LATS1
3573,5170,MST2
3574,5171,LATS1
3575,5172,CDK1
3576,5173,CDK1
3577,5174,MST2
3578,5175,MST2
3579,5176,MST2
3580,5177,MST2
3581,5178,MST2
3582,5180,NuaK1
3582,5179,NuaK2
3583,5181,AurA
3584,5182,AurA
3584,5183,Chk2
3585,5184,Chk1
3586,5185,Chk1
3586,5186,Chk2
3587,5187,Chk2
3588,5188,Chk2
3589,5189,CDK1
3590,5190,PKACA
3591,5191,PAK1
3592,5192,PKACA
3592,5193,PKCA
3593,5194,ERK1
3593,5195,ERK2
3594,5197,CSK
3594,5196,Lck
3595,5199,AXL
3595,5198,Lck
3596,5202,FGFR1
3596,5200,HER2
3596,5201,Src
3597,5203,CDK1
3598,5204,TAK1
3599,5205,FGFR1
3600,5206,CDC7
3601,5207,CK2A1
3602,5208,CK2A1
3603,5209,NLK
3604,5210,NLK
3605,5211,NLK
3606,5212,NLK
3607,5213,NLK
3608,5214,PINK1
3609,5215,SRPK2
3610,5216,ERK1
3610,5217,ERK2
3611,5218,CK2A1
3612,5220,CDK1
3612,5221,CDK2
3612,5219,Chk1
3613,5222,CDK2
3614,5223,CDK2
3615,5224,CDK2
3616,5225,CDK1
3616,5226,CDK2
3617,5227,CDK1
3617,5228,CDK2
3618,5229,CDK1
3618,5230,CDK2
3619,5231,DNAPK
3620,5232,MAPKAPK2
3621,5236,PAK1
3621,5233,PAK4
3621,5235,PAK6
3621,5234,ROCK1
3622,5237,P38A
3623,5239,AurA
3623,5238,PKCD
3624,5240,AurA
3625,5241,AurA
3625,5242,ROCK1
3625,5243,ROCK2
3626,5244,DYRK1A
3627,5245,CDK3
3628,5246,NEK2
3629,5247,NEK2
3630,5248,NEK2
3631,5249,NEK2
3632,5250,CDK5
3633,5251,LKB1
3633,5252,PKCZ
3634,5253,LKB1
3635,5254,LKB1
3636,5255,LKB1
3637,5256,LKB1
3638,5257,LKB1
3639,5258,PKCZ
3640,5259,PKCZ
3641,5260,Chk1
3642,5261,AurB
3643,5262,AurB
3644,5263,CDK5
3645,5264,GSK3B
3646,5265,GSK3B
3647,5268,p90RSK
3647,5267,PKACA
3647,5266,PKCD
3647,5269,RSK2
3647,5270,RSK2
3648,5271,Src
3649,5272,Src
3650,5273,Src
3651,5274,CDK2
3652,5275,PKACA
3652,5276,PKCA
3653,5277,Src
3654,5278,Src
3655,5279,PKCA
3656,5280,PKCA
3657,5281,PKCA
3658,5282,CK1E
3659,5283,CK1E
3660,5284,CK1G1
3661,5285,PKACA
3662,5289,CDK14
3662,5286,ERK1
3662,5288,ERK2
3662,5287,GSK3B
3663,5290,ERK1
3663,5291,ERK2
3664,5292,GSK3A
3665,5293,CK1A
3666,5294,CDKL5
3667,5295,CDK1
3668,5296,PLK1
3669,5297,EGFR
3670,5298,PKACA
3671,5300,LRRK2
3671,5299,PKACA
3672,5301,LRRK2
3673,5302,LRRK2
3674,5303,LRRK2
3675,5304,LRRK2
3676,5305,LRRK2
3677,5306,LRRK2
3678,5307,LRRK2
3679,5308,LRRK2
3680,5309,LRRK2
3681,5310,LRRK2
3682,5311,LRRK2
3683,5312,LRRK2
