Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
PSEN1,0.382844266,0.07832028,2.234088921,0.028408883,0.057482588,-4.712360965,NA,NA
PSEN2,0.130444389,0.186779398,0.40231858,0.6885757220000001,0.7431270609999999,-7.064548311,NA,NA
PSENEN,-0.810341564,-0.330237343,-2.241108695,0.027930227000000002,0.056756118,-4.697525232,NA,NA
PSG1,0.357495524,0.057823581,3.424774405,0.000993763,0.004568242,-1.6557129080000001,NA,NA
PSG11,0.32712619,0.039599641,1.914147036,0.059355395,0.102132277,-5.3444659119999995,NA,NA
PSG11///PSG3,0.309520668,0.032404098,2.341451722,0.021823903,0.046864027,-4.481028996,NA,NA
PSG2,0.230205464,-0.005025042,1.680535925,0.096947499,0.15076425,-5.749901951,NA,NA
PSG3,0.255017575,0.0055861109999999995,1.775685295,0.079776573,0.12916899099999998,-5.590615228,NA,NA
PSG4,0.65154432,-0.025459131,2.6197259219999998,0.010614812,0.027032023,-3.838323728,NA,NA
PSG5,0.437054228,0.140140976,2.556634892,0.012557316,0.030643103999999997,-3.9893836439999997,NA,NA
PSG6,0.167106276,0.07592839,1.107369476,0.271616933,0.347637542,-6.533500891,NA,NA
PSG6///PSG4,0.36075095100000004,0.007928969000000001,2.625952909,0.010438683,0.02671096,-3.8232475889999997,NA,NA
PSG7,0.511381664,-0.081868595,2.91389061,0.004682755,0.014641268999999998,-3.094195938,NA,NA
PSG9,0.234245731,0.136309822,1.4307785290000001,0.156581153,0.221730168,-6.128954297000001,NA,NA
PSIP1,0.092957264,0.088316274,0.616268668,0.53955356,0.610086488,-6.955217921,NA,NA
PSKH1,0.15173584699999998,0.012327052,1.105939043,0.272231684,0.34807873,-6.535069533,NA,NA
PSKH2,0.5774661839999999,-0.045705008,3.354758556,0.001240315,0.005398834,-1.863197589,NA,NA
PSMA1,-1.268332595,0.094285793,-3.707838158,0.000394501,0.0022645829999999997,-0.78561747,NA,NA
PSMA2,-0.7456373009999999,0.078644249,-2.180973442,0.032270015,0.063386688,-4.82329072,NA,NA
PSMA3,-1.101349295,0.32496536800000003,-4.956494785,4.23e-06,6.01e-05,3.5653054589999997,NA,NA
PSMA3-AS1,-1.133238702,0.106898564,-8.687151196,5.2e-13,3.9e-11,19.19271631,NA,NA
PSMA4,-0.32195403,-0.431551943,-0.6699766779999999,0.504897555,0.5782562920000001,-6.920626073999999,NA,NA
PSMA5,-1.32684554,0.131817514,-3.0449187369999997,0.00319459,0.011010853999999999,-2.742368667,NA,NA
PSMA7,0.30246664,0.046422266,0.880038115,0.38160518600000004,0.45917847100000003,-6.75800761,NA,NA
PSMA8,0.186636932,0.072988298,1.605809065,0.112451615,0.169643185,-5.869286866,NA,NA
