Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ANXA11,-0.40617169399999997,0.040860845,-4.7899847630000005,8.04e-06,3.12e-05,2.9268566810000003
ANXA13,-0.481949379,0.015731818999999998,-4.713359346,1.0800000000000002e-05,4.0600000000000004e-05,2.644443177
ANXA2,0.9262446559999999,0.10610430400000001,4.3595488389999995,4.03e-05,0.000133535,1.3738669369999998
ANXA3,-1.5771612169999998,-0.152481692,-5.772751331,1.6e-07,9.079999999999999e-07,6.739991871
ANXA4,0.6721884909999999,0.109069724,2.5982932069999998,0.011241822,0.021073437999999996,-3.908566796
ANXA5,1.597793667,0.097763501,6.6525348,3.8900000000000004e-09,3.23e-08,10.38017232
ANXA6,1.146691891,0.151680061,6.125600855,3.67e-08,2.4199999999999997e-07,8.179630979
ANXA9,-0.28651948899999996,0.183508248,-2.549555119,0.01279422,0.023601226,-4.024752092
AREG,1.104244892,0.73432523,2.80279308,0.006421151999999999,0.012791073,-3.4012536860000004
ARTN,-0.462231303,0.02120809,-3.899837189,0.00020575599999999997,0.000580879,-0.185899255
ASPN,3.851487582,0.653369134,7.510630922000001,9.33e-11,1.1e-09,14.05488849
BDNF,0.464819792,0.299894161,2.364126197,0.020620336,0.035985587,-4.449686255
BGN,4.573222908,0.6266466629999999,18.52771673,5.97e-30,3.32e-26,57.67416302
BMP1,0.688915996,0.180293431,5.998783565,6.24e-08,3.91e-07,7.6586984010000005
BMP10,-0.298228838,-0.010901369,-2.912817185,0.004697239000000001,0.009664569,-3.1154054060000003
BMP15,-0.6088383079999999,-0.08185981099999999,-6.666618064,3.6700000000000004e-09,3.06e-08,10.43968406
BMP2,0.8290482579999999,0.390287802,5.286795819,1.15e-06,5.41e-06,4.8136118130000005
BMP4,1.097196216,0.093354465,6.712816031,3e-09,2.5499999999999997e-08,10.63512799
BMP7,-1.3248696359999999,0.246862264,-6.334503801,1.52e-08,1.0900000000000001e-07,9.045527219
BMPER,0.37887759200000004,0.085166974,5.054498592,2.88e-06,1.24e-05,3.919930487
BRINP2,-0.48404788200000004,0.048482751,-5.999542169,6.22e-08,3.9e-07,7.6618032860000005
BRINP3,0.20253716600000002,0.058927413,3.849067025,0.000244851,0.000678578,-0.35122736
BTC,-1.9219112580000002,0.584165652,-7.0218161079999994,7.89e-10,7.62e-09,11.95052634
C1QA,1.805210865,0.055562295,6.346039349,1.44e-08,1.05e-07,9.093605917
C1QB,2.525202432,0.268194997,6.659126409,3.79e-09,3.15e-08,10.40802249
C1QC,1.676376673,0.267645288,7.120505283,5.14e-10,5.17e-09,12.3733184
C1QL1,0.275869241,0.089907066,3.487522981,0.0008128219999999999,0.002008195,-1.485053898
C1QTNF1,1.001462785,0.029175542000000002,12.54178231,3.2499999999999996e-20,4.92e-18,35.59865503
C1QTNF2,0.8425527620000001,0.200924739,6.933938699,1.16e-09,1.07e-08,11.57508296
C1QTNF3,1.7475195559999999,0.600933784,4.927381054,4.73e-06,1.9399999999999997e-05,3.4392675130000003
C1QTNF4,0.730606798,0.13651512400000002,8.092862602,7.18e-12,1.08e-10,16.58605551
C1QTNF6,1.079305225,0.220902917,6.999399121000001,8.699999999999999e-10,8.329999999999999e-09,11.85465791
C1QTNF7,3.8262519189999997,0.39797878600000003,12.52914878,3.43e-20,5.11e-18,35.547180600000004
CBLN1,-0.480105422,-0.004802659,-5.019086035,3.31e-06,1.4000000000000001e-05,3.785409659
CBLN2,-0.38722852700000004,0.049368287999999996,-3.93540033,0.000182011,0.000521386,-0.069233924
CBLN3,-0.756856125,0.046948656,-8.140035606,5.83e-12,8.970000000000001e-11,16.79185714
CBLN4,0.9893535640000001,0.48529992,3.4976831230000003,0.000786632,0.0019504289999999998,-1.4542733840000002
CCL11,1.19491249,0.314097279,4.4620014580000005,2.7600000000000003e-05,9.499999999999999e-05,1.735906766
CCL16,-0.44832610700000003,0.034299526000000004,-4.25844815,5.8099999999999996e-05,0.000186322,1.021556181
CCL19,0.331499577,0.163716807,3.196855165,0.002023258,0.004533052,-2.3375276130000002
CCL2,0.741822713,0.192463986,3.400892067,0.001072137,0.002570283,-1.74485734
CCL20,-0.9117681670000001,0.320746039,-3.970068945,0.000161406,0.00046724900000000004,0.045168605
